Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 07:24:02,43.6,34.8,0.40,1.35,1.19,0.40,0.66,0.34
2025-12-19 07:24:08,43.6,34.8,0.42,1.33,1.14,0.41,0.65,0.34
2025-12-19 07:24:13,43.8,34.7,0.43,1.33,1.13,0.41,0.64,0.31
2025-12-19 07:24:18,43.6,34.7,0.40,1.33,1.25,0.39,0.65,0.34
2025-12-19 07:24:24,43.8,34.8,0.40,1.34,1.24,0.39,0.64,0.33
2025-12-19 07:24:30,43.8,34.8,0.43,1.35,1.27,0.39,0.64,0.32
2025-12-19 07:24:35,43.6,34.9,0.40,1.35,1.11,0.40,0.65,0.32
2025-12-19 07:24:40,43.5,34.7,0.41,1.35,1.28,0.40,0.66,0.34
2025-12-19 07:24:46,43.6,34.8,0.43,1.34,1.09,0.42,0.66,0.33
2025-12-19 07:24:51,43.7,34.7,0.43,1.33,1.10,0.38,0.64,0.32
2025-12-19 07:24:56,43.7,34.7,0.41,1.34,1.32,0.39,0.63,0.33
2025-12-19 07:25:01,43.8,34.8,0.40,1.34,1.10,0.41,0.66,0.34
2025-12-19 07:25:07,43.6,35.0,0.40,1.33,1.12,0.39,0.66,0.34
2025-12-19 07:25:12,43.5,34.6,0.43,1.34,1.15,0.41,0.66,0.34
2025-12-19 07:25:17,43.7,34.8,0.41,1.34,1.11,0.42,0.66,0.33
2025-12-19 07:25:22,43.6,34.7,0.42,1.33,1.31,0.40,0.64,0.34
2025-12-19 07:25:28,43.6,34.8,0.40,1.34,1.10,0.41,0.65,0.32
2025-12-19 07:25:33,43.7,34.7,0.41,1.33,1.12,0.41,0.66,0.34
2025-12-19 07:25:38,43.6,34.6,0.40,1.33,1.30,0.40,0.65,0.32
2025-12-19 07:25:43,43.5,34.8,0.40,1.33,1.16,0.38,0.64,0.31
2025-12-19 07:25:49,43.6,34.7,0.40,1.33,1.18,0.42,0.66,0.34
2025-12-19 07:25:54,43.5,34.6,0.43,1.33,1.28,0.41,0.66,0.34
2025-12-19 07:25:59,43.4,34.7,0.40,1.34,1.15,0.39,0.64,0.33
2025-12-19 07:26:04,43.6,34.6,0.43,1.36,1.16,0.42,0.64,0.32
2025-12-19 07:26:10,43.6,34.9,0.43,1.36,1.13,0.39,0.64,0.32
2025-12-19 07:26:15,43.6,34.7,0.40,1.33,1.13,0.40,0.65,0.31
2025-12-19 07:26:20,43.5,34.8,0.43,1.34,1.31,0.39,0.66,0.34
2025-12-19 07:26:25,43.6,34.6,0.43,1.35,1.28,0.39,0.64,0.31
2025-12-19 07:26:31,43.7,34.9,0.43,1.35,1.21,0.39,0.64,0.31
2025-12-19 07:26:36,43.6,34.8,0.42,1.35,1.26,0.39,0.64,0.32
2025-12-19 07:26:41,43.6,34.7,0.41,1.33,1.11,0.38,0.64,0.33
2025-12-19 07:26:46,43.7,34.7,0.42,1.34,1.23,0.38,0.66,0.33
2025-12-19 07:26:52,43.7,34.5,0.40,1.33,1.19,0.39,0.64,0.33
2025-12-19 07:26:57,43.6,34.7,0.41,1.33,1.10,0.41,0.65,0.33
2025-12-19 07:27:02,43.5,34.6,0.40,1.33,1.22,0.39,0.66,0.35
2025-12-19 07:27:08,43.6,34.8,0.43,1.35,1.13,0.42,0.65,0.34
2025-12-19 07:27:13,43.6,34.7,0.40,1.33,1.10,0.40,0.63,0.32
2025-12-19 07:27:18,43.7,34.7,0.40,1.32,1.18,0.39,0.65,0.34
2025-12-19 07:27:23,43.6,34.8,0.40,1.33,1.14,0.39,0.64,0.34
2025-12-19 07:27:29,43.6,34.6,0.42,1.34,1.20,0.39,0.63,0.32
2025-12-19 07:27:34,43.6,34.8,0.40,1.33,1.28,0.39,0.65,0.33
2025-12-19 07:27:39,43.9,34.6,0.40,1.33,1.13,0.38,0.64,0.33
2025-12-19 07:27:44,43.6,34.8,0.43,1.35,1.32,0.40,0.64,0.33
2025-12-19 07:27:50,43.7,34.8,0.40,1.33,1.28,0.41,0.66,0.33
2025-12-19 07:27:55,43.6,34.9,0.41,1.34,1.31,0.41,0.66,0.32
2025-12-19 07:28:00,43.7,34.8,0.40,1.33,1.12,0.41,0.63,0.32
2025-12-19 07:28:05,43.7,34.8,0.40,1.33,1.11,0.42,0.66,0.32
2025-12-19 07:28:11,43.6,34.8,0.41,1.33,1.11,0.41,0.66,0.32
2025-12-19 07:28:16,43.8,34.8,0.43,1.35,1.26,0.42,0.66,0.34
2025-12-19 07:28:21,43.5,34.7,0.43,1.35,1.14,0.40,0.65,0.34
2025-12-19 07:28:26,43.7,34.7,0.43,1.34,1.31,0.40,0.65,0.34
2025-12-19 07:28:32,43.6,34.7,0.41,1.32,1.10,0.40,0.64,0.31
2025-12-19 07:28:38,43.6,34.7,0.43,1.35,1.25,0.40,0.64,0.33
2025-12-19 07:28:43,43.6,34.7,0.42,1.33,1.17,0.38,0.63,0.32
2025-12-19 07:28:48,43.7,34.8,0.40,1.33,1.19,0.41,0.66,0.31
2025-12-19 07:28:54,43.6,34.8,0.40,1.33,1.11,0.39,0.65,0.33
2025-12-19 07:28:59,43.6,34.9,0.40,1.35,1.11,0.41,0.63,0.33
2025-12-19 07:29:04,43.6,34.7,0.43,1.35,1.25,0.41,0.65,0.33
2025-12-19 07:29:09,43.7,34.7,0.40,1.33,1.10,0.41,0.66,0.34
2025-12-19 07:29:15,43.7,34.8,0.43,1.34,1.15,0.39,0.63,0.33
2025-12-19 07:29:20,43.6,34.8,0.43,1.33,1.23,0.39,0.63,0.33
2025-12-19 07:29:25,43.7,34.6,0.40,1.33,1.11,0.42,0.64,0.32
2025-12-19 07:29:31,43.6,34.7,0.43,1.35,1.31,0.39,0.63,0.31
2025-12-19 07:29:36,43.8,34.8,0.42,1.34,1.20,0.38,0.64,0.33
2025-12-19 07:29:41,43.5,34.6,0.40,1.35,1.23,0.41,0.65,0.33
2025-12-19 07:29:46,43.5,34.7,0.42,1.32,1.19,0.39,0.63,0.31
2025-12-19 07:29:52,43.6,34.7,0.40,1.35,1.31,0.38,0.66,0.32
2025-12-19 07:29:57,43.7,34.8,0.43,1.33,1.13,0.41,0.64,0.32
2025-12-19 07:30:02,43.7,34.5,0.41,1.32,1.09,0.41,0.65,0.34
2025-12-19 07:30:07,43.6,34.9,0.43,1.35,1.29,0.41,0.65,0.33
2025-12-19 07:30:13,43.7,34.6,0.41,1.33,1.19,0.41,0.66,0.34
2025-12-19 07:30:18,43.6,34.7,0.42,1.33,1.22,0.41,0.63,0.34
2025-12-19 07:30:23,43.6,34.6,0.42,1.32,1.12,0.41,0.65,0.34
2025-12-19 07:30:28,43.6,34.6,0.40,1.33,1.12,0.41,0.65,0.33
2025-12-19 07:30:34,43.5,34.9,0.43,1.32,1.10,0.41,0.65,0.31
2025-12-19 07:30:39,43.6,34.6,0.40,1.32,1.15,0.38,0.65,0.31
2025-12-19 07:30:44,43.4,34.6,0.43,1.32,1.31,0.38,0.66,0.33
2025-12-19 07:30:49,43.7,34.7,0.41,1.32,1.12,0.39,0.63,0.32
2025-12-19 07:30:55,43.7,34.5,0.40,1.33,1.21,0.38,0.64,0.32
2025-12-19 07:31:00,43.8,34.6,0.40,1.33,1.30,0.40,0.64,0.33
2025-12-19 07:31:05,43.7,34.7,0.41,1.33,1.11,0.41,0.65,0.32
2025-12-19 07:31:10,43.6,34.6,0.42,1.34,1.17,0.40,0.66,0.33
2025-12-19 07:31:16,43.6,34.9,0.42,1.35,1.18,0.41,0.66,0.34
2025-12-19 07:31:21,43.6,34.9,0.40,1.35,1.22,0.40,0.66,0.33
2025-12-19 07:31:26,43.7,34.6,0.40,1.33,1.10,0.41,0.65,0.34
2025-12-19 07:31:31,43.7,34.7,0.41,1.33,1.10,0.42,0.66,0.34
2025-12-19 07:31:37,43.6,35.1,0.42,1.34,1.23,0.39,0.64,0.33
