Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-18 23:23:22,43.9,26.6,0.52,1.65,1.12,0.48,0.94,0.37
2025-12-18 23:23:27,44.1,26.6,0.54,1.67,0.94,0.52,0.95,0.40
2025-12-18 23:23:33,44.1,26.9,0.56,1.47,0.98,0.48,0.98,0.33
2025-12-18 23:23:38,44.3,25.4,0.50,1.52,0.98,0.48,1.02,0.30
2025-12-18 23:23:43,44.1,24.9,1.29,1.34,1.34,1.13,0.85,0.60
2025-12-18 23:23:48,44.2,23.3,0.26,0.93,0.89,0.88,0.55,0.30
2025-12-18 23:23:54,43.9,22.7,1.74,1.06,1.39,1.15,0.83,1.07
2025-12-18 23:23:59,43.9,22.4,1.82,1.04,1.35,1.14,0.85,0.63
2025-12-18 23:24:04,43.7,22.7,1.60,1.00,1.32,1.10,0.83,1.08
2025-12-18 23:24:09,43.9,22.8,1.65,1.01,1.35,1.11,0.85,1.10
2025-12-18 23:24:15,43.9,22.8,1.66,1.03,1.33,1.14,0.88,0.62
2025-12-18 23:24:20,43.7,23.1,1.63,1.03,1.35,1.06,0.90,0.62
2025-12-18 23:24:25,43.6,23.1,1.58,1.03,1.34,1.10,0.89,0.60
2025-12-18 23:24:30,43.6,23.2,1.55,1.01,1.29,1.12,0.89,0.59
2025-12-18 23:24:36,43.3,23.3,1.46,0.99,1.26,1.08,0.87,0.56
2025-12-18 23:24:41,43.3,23.1,1.53,1.00,1.30,0.96,0.88,0.57
2025-12-18 23:24:46,43.2,23.4,1.39,0.97,1.27,1.09,0.85,1.09
2025-12-18 23:24:51,43.0,23.4,1.43,0.97,1.26,1.10,0.85,0.55
2025-12-18 23:24:57,43.0,23.5,1.45,0.98,1.29,1.10,0.85,0.55
2025-12-18 23:25:02,42.7,23.9,1.44,0.98,1.27,1.10,0.84,0.55
2025-12-18 23:25:07,42.6,23.9,0.41,0.90,1.09,0.48,0.87,3.30
2025-12-18 23:25:13,42.7,24.4,0.67,1.56,2.37,0.49,0.78,3.30
2025-12-18 23:25:18,42.5,25.5,0.73,1.45,2.53,0.47,0.67,3.30
2025-12-18 23:25:23,42.4,25.2,0.81,1.90,2.47,0.51,0.95,3.30
2025-12-18 23:25:28,42.4,25.8,0.62,2.11,2.54,0.53,0.97,3.30
2025-12-18 23:25:34,42.5,26.5,0.58,2.12,2.65,0.56,0.95,3.30
2025-12-18 23:25:39,42.5,27.3,0.56,2.16,2.66,0.57,1.00,3.30
2025-12-18 23:25:44,42.4,27.6,0.55,2.20,2.68,0.54,1.03,3.30
2025-12-18 23:25:49,42.5,27.9,0.57,2.19,2.58,0.54,1.04,3.30
2025-12-18 23:25:55,42.6,28.5,0.54,2.16,2.65,0.59,1.08,3.30
2025-12-18 23:26:00,42.6,28.7,0.56,2.19,2.58,0.56,1.05,3.30
2025-12-18 23:26:05,42.6,28.9,0.51,2.14,2.58,0.56,1.02,3.30
2025-12-18 23:26:10,42.5,29.0,0.54,2.15,2.65,0.56,1.05,3.30
2025-12-18 23:26:17,42.5,29.0,0.54,2.15,2.60,0.59,1.07,3.30
2025-12-18 23:26:22,42.6,29.0,0.51,2.13,2.65,0.60,1.03,3.30
2025-12-18 23:26:27,42.6,29.0,0.54,2.11,2.57,0.56,1.04,3.30
2025-12-18 23:26:32,42.7,28.9,0.38,1.84,1.21,0.47,0.86,0.51
