Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 03:23:45,43.7,35.8,0.44,1.64,1.40,0.50,0.76,0.40
2025-12-19 03:23:50,43.6,35.8,0.43,1.65,1.44,0.52,0.78,0.38
2025-12-19 03:23:55,43.8,36.0,0.43,1.64,1.22,0.51,0.76,0.37
2025-12-19 03:24:01,43.7,35.7,0.45,1.62,1.22,0.50,0.76,0.37
2025-12-19 03:24:06,43.7,35.8,0.43,1.65,1.44,0.49,0.76,0.37
2025-12-19 03:24:11,43.9,35.8,0.45,1.62,1.24,0.52,0.78,0.39
2025-12-19 03:24:16,43.7,35.9,0.45,1.62,1.23,0.51,0.76,0.39
2025-12-19 03:24:22,43.6,35.9,0.42,1.63,1.43,0.52,0.78,0.38
2025-12-19 03:24:27,43.7,35.8,0.44,1.64,1.41,0.50,0.76,0.37
2025-12-19 03:24:32,43.6,35.9,0.43,1.65,1.44,0.50,0.79,0.37
2025-12-19 03:24:37,43.8,35.6,0.44,1.64,1.34,0.52,0.77,0.39
2025-12-19 03:24:43,43.7,35.6,0.45,1.65,1.41,0.51,0.78,0.37
2025-12-19 03:24:48,43.8,35.5,0.44,1.63,1.33,0.50,0.76,0.36
2025-12-19 03:24:53,43.7,35.9,0.44,1.63,1.42,0.52,0.79,0.39
2025-12-19 03:24:58,43.9,35.8,0.44,1.63,1.24,0.50,0.75,0.37
2025-12-19 03:25:04,43.9,35.7,0.45,1.62,1.38,0.51,0.78,0.39
2025-12-19 03:25:09,43.8,35.7,0.43,1.65,1.44,0.50,0.75,0.40
2025-12-19 03:25:14,43.8,35.5,0.42,1.65,1.44,0.49,0.77,0.39
2025-12-19 03:25:20,43.8,35.7,0.45,1.62,1.32,0.49,0.76,0.37
2025-12-19 03:25:25,43.8,35.6,0.45,1.63,1.37,0.52,0.78,0.40
2025-12-19 03:25:30,43.9,35.7,0.43,1.65,1.44,0.52,0.79,0.37
2025-12-19 03:25:35,43.9,35.7,0.43,1.63,1.36,0.50,0.79,0.39
