Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 02:23:40,43.7,35.8,0.46,1.69,1.42,0.54,0.80,0.40
2025-12-19 02:23:45,43.8,35.7,0.48,1.72,1.27,0.56,0.81,0.42
2025-12-19 02:23:51,43.9,35.7,0.48,1.71,1.40,0.55,0.82,0.39
2025-12-19 02:23:56,44.0,35.6,0.45,1.69,1.32,0.53,0.81,0.42
2025-12-19 02:24:01,43.9,35.8,0.48,1.70,1.27,0.53,0.80,0.40
2025-12-19 02:24:06,43.8,35.8,0.48,1.69,1.32,0.53,0.79,0.40
2025-12-19 02:24:12,43.9,35.9,0.46,1.69,1.47,0.56,0.81,0.39
2025-12-19 02:24:17,43.9,36.0,0.47,1.69,1.34,0.53,0.80,0.40
2025-12-19 02:24:22,43.7,35.7,0.45,1.69,1.46,0.55,0.82,0.42
2025-12-19 02:24:28,43.8,35.8,0.48,1.70,1.38,0.54,0.80,0.40
2025-12-19 02:24:33,43.7,35.7,0.46,1.70,1.42,0.54,0.81,0.41
2025-12-19 02:24:38,43.9,35.6,0.46,1.70,1.47,0.55,0.82,0.39
2025-12-19 02:24:43,43.9,35.7,0.47,1.71,1.45,0.53,0.80,0.39
2025-12-19 02:24:49,43.9,35.7,0.46,1.69,1.26,0.53,0.80,0.41
2025-12-19 02:24:54,43.9,35.9,0.48,1.71,1.39,0.53,0.81,0.40
2025-12-19 02:24:59,44.1,35.8,0.47,1.69,1.42,0.54,0.81,0.42
2025-12-19 02:25:04,43.8,35.7,0.45,1.69,1.32,0.55,0.82,0.42
2025-12-19 02:25:10,43.9,35.8,0.46,1.71,1.31,0.54,0.82,0.42
2025-12-19 02:25:15,43.8,35.6,0.45,1.72,1.46,0.56,0.82,0.39
2025-12-19 02:25:20,43.9,35.8,0.46,1.69,1.37,0.54,0.80,0.40
2025-12-19 02:25:25,43.9,35.7,0.46,1.70,1.47,0.56,0.82,0.41
2025-12-19 02:25:31,43.9,35.9,0.47,1.69,1.30,0.54,0.81,0.39
2025-12-19 02:25:36,43.7,35.8,0.46,1.69,1.45,0.55,0.80,0.39
2025-12-19 02:25:41,43.8,35.6,0.45,1.69,1.28,0.53,0.79,0.39
2025-12-19 02:25:46,43.9,35.8,0.46,1.69,1.29,0.55,0.82,0.41
2025-12-19 02:25:52,43.8,35.7,0.46,1.69,1.45,0.56,0.81,0.39
2025-12-19 02:25:57,43.9,35.8,0.48,1.71,1.46,0.55,0.82,0.42
2025-12-19 02:26:02,43.8,35.6,0.48,1.70,1.26,0.55,0.82,0.42
2025-12-19 02:26:07,43.9,35.9,0.45,1.71,1.45,0.53,0.83,0.39
2025-12-19 02:26:14,43.9,35.9,0.46,1.69,1.39,0.53,0.83,0.42
2025-12-19 02:26:19,43.8,36.0,0.48,1.69,1.47,0.55,0.82,0.40
2025-12-19 02:26:24,43.7,36.0,0.48,1.71,1.45,0.56,0.81,0.42
2025-12-19 02:26:29,43.8,36.0,0.47,1.70,1.39,0.54,0.80,0.40
2025-12-19 02:26:35,43.8,35.9,0.48,1.70,1.28,0.54,0.80,0.41
2025-12-19 02:26:40,44.0,35.7,0.48,1.71,1.45,0.53,0.79,0.39
