Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 08:54:11,43.9,34.7,0.39,1.24,1.09,0.37,0.62,0.30
2025-12-19 08:54:16,43.7,34.5,0.38,1.22,1.07,0.38,0.62,0.31
2025-12-19 08:54:21,43.6,34.6,0.41,1.22,1.07,0.38,0.60,0.30
2025-12-19 08:54:26,43.6,34.5,0.41,1.24,1.23,0.36,0.61,0.30
2025-12-19 08:54:32,43.6,34.6,0.40,1.24,1.15,0.37,0.62,0.33
2025-12-19 08:54:37,43.6,34.7,0.41,1.22,1.14,0.36,0.62,0.33
2025-12-19 08:54:42,43.5,34.7,0.39,1.24,1.26,0.39,0.62,0.32
2025-12-19 08:54:48,43.6,34.7,0.40,1.22,1.10,0.36,0.61,0.33
2025-12-19 08:54:53,43.6,34.7,0.39,1.24,1.12,0.38,0.60,0.30
2025-12-19 08:54:58,43.6,34.7,0.40,1.21,1.20,0.38,0.63,0.33
2025-12-19 08:55:03,43.6,34.6,0.41,1.22,1.09,0.36,0.63,0.33
2025-12-19 08:55:09,43.7,34.6,0.40,1.21,1.09,0.39,0.63,0.33
2025-12-19 08:55:14,43.6,34.9,0.39,1.23,1.12,0.39,0.63,0.30
2025-12-19 08:55:19,43.5,34.5,0.41,1.21,1.29,0.36,0.63,0.32
2025-12-19 08:55:24,43.6,34.6,0.41,1.24,1.15,0.39,0.62,0.33
2025-12-19 08:55:30,43.6,34.5,0.39,1.24,1.29,0.37,0.62,0.30
2025-12-19 08:55:35,43.6,34.6,0.40,1.25,1.27,0.36,0.61,0.32
2025-12-19 08:55:40,43.7,34.5,0.38,1.24,1.15,0.39,0.62,0.31
2025-12-19 08:55:45,43.6,34.8,0.40,1.22,1.08,0.39,0.61,0.30
2025-12-19 08:55:51,43.6,34.5,0.41,1.23,1.25,0.37,0.61,0.33
2025-12-19 08:55:56,43.7,34.7,0.41,1.21,1.26,0.38,0.63,0.32
2025-12-19 08:56:01,43.7,34.7,0.42,1.22,1.14,0.37,0.60,0.31
2025-12-19 08:56:06,43.5,34.7,0.39,1.25,1.30,0.38,0.62,0.33
2025-12-19 08:56:12,43.6,34.4,0.41,1.22,1.25,0.38,0.63,0.31
2025-12-19 08:56:17,43.6,34.7,0.41,1.22,1.26,0.38,0.61,0.31
2025-12-19 08:56:22,43.6,34.8,0.40,1.21,1.20,0.37,0.63,0.32
2025-12-19 08:56:27,43.5,34.9,0.40,1.23,1.16,0.39,0.61,0.30
2025-12-19 08:56:33,43.6,34.7,0.38,1.22,1.12,0.39,0.61,0.30
2025-12-19 08:56:38,43.5,34.7,0.41,1.22,1.11,0.39,0.62,0.31
2025-12-19 08:56:43,43.5,34.6,0.38,1.23,1.20,0.36,0.61,0.31
2025-12-19 08:56:48,43.7,34.6,0.41,1.22,1.28,0.37,0.60,0.30
2025-12-19 08:56:54,43.7,34.6,0.41,1.22,1.24,0.38,0.61,0.31
2025-12-19 08:56:59,43.6,34.6,0.38,1.21,1.18,0.36,0.63,0.33
2025-12-19 08:57:04,43.4,34.6,0.41,1.24,1.12,0.39,0.60,0.30
2025-12-19 08:57:09,43.7,34.5,0.41,1.21,1.17,0.37,0.61,0.31
