Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 00:15:45,38.9,37.5,0.64,1.17,1.37,0.24,1.13,0.39
2025-12-19 00:15:50,39.0,37.4,0.67,1.14,1.36,0.24,1.10,0.39
2025-12-19 00:15:55,38.8,37.5,0.65,1.16,1.44,0.24,1.10,0.39
2025-12-19 00:16:00,38.9,37.4,0.67,1.15,1.33,0.24,1.13,0.40
2025-12-19 00:16:06,38.9,37.4,0.67,1.13,1.33,0.23,1.10,0.38
2025-12-19 00:16:11,38.9,37.3,0.65,1.15,1.41,0.25,1.10,0.39
2025-12-19 00:16:16,39.0,37.3,0.66,1.15,1.47,0.26,1.10,0.41
2025-12-19 00:16:21,38.9,37.5,0.66,1.16,1.41,0.25,1.12,0.42
2025-12-19 00:16:27,38.9,37.4,0.65,1.13,1.48,0.27,1.12,0.41
2025-12-19 00:16:32,38.9,37.4,0.69,1.11,1.50,0.24,1.08,0.40
2025-12-19 00:16:37,39.0,37.6,0.69,1.13,1.34,0.24,1.10,0.40
2025-12-19 00:16:42,39.0,37.6,0.65,1.18,1.45,0.26,1.15,0.43
2025-12-19 00:16:48,39.1,37.5,0.68,1.18,1.40,0.25,1.17,0.43
2025-12-19 00:16:53,39.0,37.4,0.65,1.16,1.35,0.26,1.17,0.43
2025-12-19 00:16:58,38.9,37.5,0.64,1.17,1.46,0.26,1.13,0.42
2025-12-19 00:17:03,39.0,37.6,0.68,1.13,1.34,0.24,1.08,0.38
2025-12-19 00:17:09,39.0,37.4,0.67,1.11,1.42,0.25,1.07,0.39
2025-12-19 00:17:14,39.0,37.4,0.69,1.15,1.35,0.24,1.12,0.41
2025-12-19 00:17:19,39.0,37.4,0.67,1.17,1.34,0.24,1.15,0.41
2025-12-19 00:17:24,39.1,37.4,0.64,1.20,1.35,0.24,1.19,0.45
2025-12-19 00:17:30,38.9,37.3,0.64,1.17,1.38,0.24,1.13,0.40
2025-12-19 00:17:35,38.9,37.4,0.67,1.15,1.33,0.24,1.10,0.38
2025-12-19 00:17:40,39.1,37.3,0.64,1.17,1.47,0.25,1.09,0.39
2025-12-19 00:17:45,39.0,37.3,0.68,1.15,1.35,0.24,1.10,0.39
2025-12-19 00:17:51,39.0,37.4,0.64,1.18,1.51,0.27,1.18,0.41
2025-12-19 00:17:56,38.9,37.4,0.66,1.16,1.36,0.24,1.17,0.41
2025-12-19 00:18:01,39.1,37.5,0.63,1.16,1.43,0.25,1.14,0.41
2025-12-19 00:18:08,39.1,37.5,0.64,1.16,1.50,0.27,1.11,0.40
2025-12-19 00:18:13,39.0,37.4,0.64,1.15,1.51,0.27,1.09,0.40
2025-12-19 00:18:18,39.0,37.3,0.67,1.12,1.37,0.24,1.07,0.40
2025-12-19 00:18:23,39.0,37.2,0.65,1.15,1.50,0.27,1.08,0.38
