Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 01:15:48,39.5,38.3,0.68,1.09,1.31,0.27,1.12,0.42
2025-12-19 01:15:54,39.5,38.1,0.67,1.12,1.32,0.25,1.12,0.41
2025-12-19 01:15:59,39.5,38.3,0.64,1.13,1.44,0.25,1.11,0.39
2025-12-19 01:16:05,39.5,38.3,0.67,1.09,1.47,0.27,1.10,0.41
2025-12-19 01:16:10,39.5,38.5,0.65,1.14,1.47,0.27,1.12,0.40
2025-12-19 01:16:16,39.5,38.5,0.64,1.13,1.46,0.26,1.10,0.40
2025-12-19 01:16:21,39.6,38.4,0.65,1.12,1.29,0.24,1.10,0.40
2025-12-19 01:16:26,39.5,38.3,0.66,1.10,1.30,0.25,1.10,0.39
2025-12-19 01:16:31,39.5,38.5,0.65,1.10,1.39,0.25,1.10,0.39
2025-12-19 01:16:37,39.5,38.4,0.65,1.10,1.46,0.28,1.12,0.39
2025-12-19 01:16:42,39.6,38.3,0.68,1.10,1.30,0.24,1.10,0.40
2025-12-19 01:16:47,39.5,38.5,0.68,1.12,1.29,0.25,1.14,0.44
2025-12-19 01:16:52,39.7,38.4,0.65,1.16,1.47,0.27,1.15,0.44
2025-12-19 01:16:58,39.5,38.4,0.66,1.10,1.29,0.26,1.12,0.42
2025-12-19 01:17:03,39.5,38.6,0.68,1.11,1.31,0.25,1.10,0.40
2025-12-19 01:17:08,39.5,38.5,0.68,1.11,1.32,0.24,1.10,0.39
2025-12-19 01:17:13,39.5,38.6,0.68,1.09,1.33,0.25,1.09,0.40
2025-12-19 01:17:19,39.5,38.7,0.65,1.09,1.48,0.27,1.05,0.36
2025-12-19 01:17:24,39.5,38.4,0.65,1.07,1.33,0.24,1.08,0.37
2025-12-19 01:17:29,39.6,38.4,0.64,1.11,1.34,0.25,1.09,0.39
2025-12-19 01:17:34,39.6,38.2,0.64,1.11,1.48,0.27,1.08,0.39
2025-12-19 01:17:40,39.5,38.2,0.65,1.13,1.43,0.27,1.10,0.42
2025-12-19 01:17:45,39.5,38.3,0.66,1.10,1.29,0.24,1.09,0.39
2025-12-19 01:17:50,39.6,38.2,0.65,1.09,1.30,0.24,1.08,0.38
2025-12-19 01:17:56,39.6,38.1,0.63,1.15,1.48,0.28,1.16,0.40
2025-12-19 01:18:01,39.5,38.3,0.64,1.10,1.46,0.27,1.14,0.40
2025-12-19 01:18:06,39.5,38.5,0.65,1.08,1.29,0.24,1.10,0.38
2025-12-19 01:18:11,39.6,38.6,0.64,1.08,1.38,0.25,1.05,0.36
2025-12-19 01:18:17,39.5,38.4,0.66,1.06,1.41,0.27,1.06,0.39
2025-12-19 01:18:22,39.6,38.5,0.68,1.06,1.29,0.26,1.06,0.40
2025-12-19 01:18:27,39.5,38.4,0.69,1.09,1.31,0.25,1.06,0.39
2025-12-19 01:18:32,39.5,38.2,0.64,1.14,1.47,0.27,1.12,0.41
2025-12-19 01:18:38,39.6,38.3,0.67,1.11,1.31,0.25,1.11,0.40
2025-12-19 01:18:43,39.5,38.3,0.63,1.14,1.32,0.24,1.11,0.42
2025-12-19 01:18:48,39.6,38.5,0.63,1.13,1.48,0.28,1.14,0.40
2025-12-19 01:18:53,39.6,38.4,0.67,1.08,1.35,0.28,1.11,0.40
2025-12-19 01:18:59,39.6,38.4,0.67,1.09,1.29,0.25,1.11,0.42
2025-12-19 01:19:04,39.6,38.4,0.64,1.13,1.48,0.28,1.14,0.40
2025-12-19 01:19:09,39.6,38.5,0.63,1.12,1.35,0.25,1.10,0.40
2025-12-19 01:19:14,39.5,38.4,0.65,1.08,1.33,0.25,1.07,0.38
2025-12-19 01:19:20,39.5,38.3,0.64,1.08,1.35,0.25,1.05,0.37
2025-12-19 01:19:25,39.6,38.2,0.68,1.08,1.32,0.25,1.06,0.38
2025-12-19 01:19:30,39.6,38.2,0.64,1.10,1.41,0.27,1.09,0.40
2025-12-19 01:19:35,39.4,38.2,0.65,1.07,1.47,0.27,1.08,0.39
2025-12-19 01:19:41,39.5,38.2,0.67,1.11,1.42,0.27,1.10,0.42
2025-12-19 01:19:46,39.5,38.3,0.64,1.10,1.42,0.27,1.14,0.42
2025-12-19 01:19:51,39.4,38.4,0.67,1.06,1.30,0.24,1.07,0.37
2025-12-19 01:19:56,39.5,38.5,0.64,1.07,1.45,0.27,1.05,0.36
2025-12-19 01:20:02,39.7,38.2,0.64,1.11,1.33,0.25,1.06,0.38
2025-12-19 01:20:07,39.5,38.1,0.65,1.06,1.28,0.24,1.05,0.37
2025-12-19 01:20:12,39.5,38.1,0.65,1.10,1.46,0.28,1.07,0.39
2025-12-19 01:20:17,39.6,38.3,0.64,1.08,1.33,0.25,1.09,0.37
2025-12-19 01:20:23,39.6,38.2,0.67,1.07,1.32,0.26,1.14,0.41
2025-12-19 01:20:28,39.6,38.4,0.64,1.13,1.47,0.28,1.15,0.42
2025-12-19 01:20:33,39.6,38.4,0.67,1.12,1.30,0.25,1.14,0.41
2025-12-19 01:20:38,39.5,38.6,0.65,1.15,1.34,0.25,1.15,0.42
2025-12-19 01:20:44,39.5,38.8,0.64,1.13,1.42,0.26,1.13,0.40
2025-12-19 01:20:49,39.6,38.6,0.67,1.09,1.31,0.25,1.08,0.40
2025-12-19 01:20:54,39.5,38.4,0.64,1.12,1.43,0.27,1.08,0.41
2025-12-19 01:21:00,39.6,38.2,0.65,1.09,1.41,0.26,1.09,0.38
2025-12-19 01:21:05,39.6,38.1,0.65,1.09,1.29,0.24,1.07,0.38
2025-12-19 01:21:10,39.6,38.2,0.66,1.10,1.42,0.27,1.13,0.39
2025-12-19 01:21:15,39.6,38.3,0.63,1.15,1.45,0.27,1.16,0.44
2025-12-19 01:21:21,39.5,38.3,0.66,1.15,1.32,0.24,1.14,0.41
2025-12-19 01:21:26,39.5,38.5,0.64,1.14,1.43,0.27,1.15,0.43
2025-12-19 01:21:31,39.7,38.7,0.67,1.16,1.37,0.25,1.14,0.43
2025-12-19 01:21:36,39.6,38.9,0.66,1.12,1.31,0.24,1.12,0.41
2025-12-19 01:21:42,39.5,38.6,0.64,1.11,1.47,0.28,1.11,0.41
2025-12-19 01:21:47,39.6,38.4,0.67,1.10,1.29,0.26,1.10,0.42
2025-12-19 01:21:52,39.6,38.5,0.67,1.10,1.29,0.24,1.08,0.39
2025-12-19 01:21:57,39.6,38.3,0.66,1.07,1.29,0.24,1.07,0.37
2025-12-19 01:22:03,39.5,38.6,0.66,1.08,1.29,0.24,1.06,0.37
2025-12-19 01:22:08,39.6,38.4,0.65,1.09,1.29,0.24,1.08,0.38
2025-12-19 01:22:13,39.7,38.5,0.65,1.08,1.29,0.24,1.09,0.38
2025-12-19 01:22:18,39.5,38.6,0.65,1.07,1.38,0.26,1.08,0.38
2025-12-19 01:22:24,39.6,38.5,0.65,1.12,1.40,0.25,1.10,0.41
2025-12-19 01:22:29,39.5,38.5,0.66,1.15,1.31,0.27,1.12,0.41
2025-12-19 01:22:34,39.6,38.7,0.67,1.12,1.29,0.27,1.15,0.43
2025-12-19 01:22:39,39.5,38.4,0.63,1.15,1.48,0.28,1.14,0.43
2025-12-19 01:22:45,39.6,38.6,0.66,1.10,1.33,0.25,1.09,0.39
2025-12-19 01:22:50,39.6,38.5,0.64,1.09,1.42,0.26,1.08,0.39
2025-12-19 01:22:55,39.5,38.6,0.67,1.07,1.43,0.27,1.08,0.39
2025-12-19 01:23:00,39.5,38.5,0.68,1.08,1.29,0.24,1.09,0.39
2025-12-19 01:23:06,39.7,38.6,0.66,1.08,1.31,0.24,1.07,0.37
2025-12-19 01:23:11,39.5,38.5,0.65,1.06,1.30,0.27,1.08,0.40
2025-12-19 01:23:16,39.5,38.4,0.66,1.05,1.47,0.28,1.06,0.39
2025-12-19 01:23:21,39.5,38.5,0.65,1.09,1.44,0.26,1.09,0.39
2025-12-19 01:23:27,39.5,38.3,0.64,1.11,1.45,0.26,1.09,0.40
2025-12-19 01:23:32,39.6,38.6,0.64,1.12,1.35,0.25,1.11,0.42
2025-12-19 01:23:37,39.5,38.5,0.65,1.10,1.28,0.24,1.08,0.39
2025-12-19 01:23:43,39.5,38.4,0.66,1.09,1.42,0.28,1.11,0.42
2025-12-19 01:23:48,39.5,38.5,0.67,1.09,1.30,0.24,1.08,0.38
2025-12-19 01:23:53,39.6,38.5,0.64,1.11,1.44,0.27,1.09,0.40
2025-12-19 01:23:58,39.6,38.5,0.65,1.09,1.35,0.24,1.04,0.38
2025-12-19 01:24:04,39.6,38.5,0.68,1.06,1.28,0.24,1.03,0.36
2025-12-19 01:24:09,39.5,38.4,0.67,1.06,1.28,0.25,1.02,0.36
2025-12-19 01:24:14,39.4,38.3,0.68,1.07,1.28,0.24,1.03,0.36
