Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 12:16:53,28.1,51.6,0.33,0.32,1.10,0.22,0.39,0.20
2025-12-19 12:16:58,28.1,51.4,0.35,0.32,1.05,0.24,0.42,0.21
2025-12-19 12:17:03,28.2,51.5,0.34,0.32,1.20,0.20,0.38,0.20
2025-12-19 12:17:08,28.2,51.3,0.31,0.35,1.18,0.21,0.39,0.20
2025-12-19 12:17:14,28.1,51.4,0.32,0.32,1.21,0.20,0.38,0.24
2025-12-19 12:17:19,28.1,51.4,0.35,0.32,1.05,0.24,0.42,0.22
2025-12-19 12:17:24,28.2,51.5,0.35,0.32,1.10,0.24,0.41,0.21
2025-12-19 12:17:29,28.1,51.2,0.35,0.32,1.01,0.23,0.42,0.22
2025-12-19 12:17:35,28.1,51.3,0.31,0.34,1.03,0.21,0.42,0.23
2025-12-19 12:17:40,28.1,51.4,0.35,0.33,1.02,0.19,0.42,0.24
2025-12-19 12:17:45,28.1,51.3,0.31,0.36,1.04,0.19,0.41,0.24
2025-12-19 12:17:50,28.2,51.4,0.31,0.35,1.02,0.24,0.41,0.20
2025-12-19 12:17:56,28.2,51.3,0.32,0.37,1.13,0.19,0.38,0.20
2025-12-19 12:18:01,28.1,51.1,0.35,0.33,1.21,0.20,0.38,0.24
2025-12-19 12:18:06,28.2,51.2,0.35,0.33,1.19,0.23,0.40,0.20
2025-12-19 12:18:11,28.1,51.2,0.31,0.36,1.14,0.21,0.39,0.20
2025-12-19 12:18:17,28.1,51.3,0.32,0.34,1.19,0.21,0.39,0.20
2025-12-19 12:18:22,28.1,51.3,0.34,0.33,1.17,0.20,0.38,0.24
2025-12-19 12:18:27,28.2,51.2,0.31,0.37,1.09,0.19,0.38,0.20
2025-12-19 12:18:32,28.2,51.2,0.33,0.33,1.20,0.23,0.40,0.21
2025-12-19 12:18:38,28.1,51.3,0.33,0.35,1.15,0.19,0.39,0.24
2025-12-19 12:18:43,28.2,51.2,0.34,0.33,1.02,0.21,0.39,0.20
2025-12-19 12:18:48,28.0,51.2,0.33,0.32,1.21,0.22,0.39,0.20
2025-12-19 12:18:53,28.2,51.3,0.35,0.32,1.01,0.22,0.43,0.23
2025-12-19 12:18:59,28.2,51.5,0.34,0.33,1.02,0.20,0.41,0.20
2025-12-19 12:19:04,28.1,51.4,0.34,0.34,1.03,0.19,0.39,0.21
2025-12-19 12:19:09,28.1,51.4,0.32,0.36,1.18,0.21,0.39,0.20
2025-12-19 12:19:15,28.1,51.4,0.34,0.34,1.18,0.23,0.41,0.21
2025-12-19 12:19:21,28.2,51.4,0.31,0.34,1.20,0.21,0.40,0.20
2025-12-19 12:19:26,28.1,51.8,0.32,0.36,1.17,0.20,0.39,0.20
2025-12-19 12:19:31,28.1,51.3,0.34,0.33,1.16,0.23,0.40,0.20
2025-12-19 12:19:37,28.2,51.3,0.31,0.35,1.19,0.21,0.40,0.23
2025-12-19 12:19:42,28.2,51.7,0.31,0.37,1.09,0.19,0.38,0.19
2025-12-19 12:19:47,28.1,51.5,0.34,0.34,1.03,0.19,0.39,0.23
2025-12-19 12:19:52,28.1,51.4,0.31,0.37,1.09,0.19,0.38,0.19
2025-12-19 12:19:58,28.1,51.2,0.33,0.37,1.13,0.20,0.39,0.20
2025-12-19 12:20:03,28.1,51.4,0.31,0.39,1.11,0.20,0.38,0.20
2025-12-19 12:20:08,28.0,51.4,0.32,0.34,1.21,0.22,0.41,0.22
2025-12-19 12:20:13,28.2,51.4,0.32,0.36,1.08,0.19,0.41,0.24
2025-12-19 12:20:19,28.2,51.3,0.31,0.37,1.04,0.19,0.39,0.23
2025-12-19 12:20:24,28.2,51.3,0.31,0.37,1.06,0.19,0.39,0.19
2025-12-19 12:20:29,28.2,51.1,0.35,0.34,1.02,0.19,0.42,0.24
2025-12-19 12:20:34,28.1,51.3,0.35,0.34,1.11,0.24,0.42,0.23
2025-12-19 12:20:40,28.1,51.3,0.35,0.35,1.04,0.23,0.42,0.23
2025-12-19 12:20:45,28.1,51.2,0.31,0.36,1.02,0.22,0.39,0.24
2025-12-19 12:20:50,28.1,51.3,0.31,0.38,1.05,0.19,0.43,0.23
2025-12-19 12:20:55,28.1,51.4,0.35,0.33,1.11,0.24,0.42,0.23
2025-12-19 12:21:01,28.2,51.3,0.31,0.34,1.19,0.23,0.40,0.20
2025-12-19 12:21:06,28.1,51.3,0.34,0.34,1.03,0.19,0.40,0.24
2025-12-19 12:21:11,28.1,51.2,0.34,0.33,1.04,0.23,0.42,0.23
2025-12-19 12:21:16,28.2,51.1,0.31,0.34,1.02,0.22,0.42,0.23
2025-12-19 12:21:22,28.1,51.4,0.31,0.35,1.06,0.19,0.39,0.20
2025-12-19 12:21:27,28.2,51.4,0.33,0.32,1.20,0.22,0.40,0.20
2025-12-19 12:21:32,28.1,51.3,0.31,0.34,1.20,0.21,0.40,0.20
2025-12-19 12:21:37,28.2,51.3,0.34,0.32,1.20,0.21,0.39,0.19
2025-12-19 12:21:43,28.1,51.4,0.34,0.33,1.02,0.22,0.43,0.24
2025-12-19 12:21:48,28.2,51.3,0.34,0.34,1.01,0.23,0.43,0.22
2025-12-19 12:21:53,28.2,51.1,0.32,0.35,1.14,0.20,0.39,0.19
2025-12-19 12:21:58,28.2,51.2,0.31,0.36,1.11,0.20,0.39,0.19
2025-12-19 12:22:04,28.1,51.2,0.31,0.35,1.05,0.19,0.39,0.21
2025-12-19 12:22:09,28.2,51.2,0.31,0.36,1.17,0.21,0.39,0.20
2025-12-19 12:22:14,28.2,51.1,0.31,0.37,1.04,0.19,0.43,0.22
2025-12-19 12:22:20,28.2,51.2,0.32,0.35,1.03,0.19,0.41,0.24
2025-12-19 12:22:25,28.1,51.1,0.33,0.35,1.09,0.19,0.42,0.23
2025-12-19 12:22:30,28.2,51.1,0.32,0.34,1.03,0.19,0.40,0.23
2025-12-19 12:22:35,28.2,51.2,0.31,0.35,1.15,0.20,0.39,0.19
2025-12-19 12:22:41,28.2,51.2,0.35,0.32,1.01,0.23,0.43,0.24
2025-12-19 12:22:46,28.3,51.2,0.32,0.31,1.21,0.22,0.39,0.20
2025-12-19 12:22:51,28.2,51.2,0.34,0.32,1.01,0.23,0.39,0.24
2025-12-19 12:22:56,28.2,51.1,0.32,0.32,1.20,0.23,0.42,0.22
2025-12-19 12:23:02,28.3,51.1,0.35,0.34,1.04,0.19,0.38,0.19
2025-12-19 12:23:07,28.2,50.9,0.35,0.32,1.02,0.19,0.39,0.22
2025-12-19 12:23:12,28.2,51.0,0.31,0.36,1.19,0.21,0.40,0.20
2025-12-19 12:23:17,28.2,51.1,0.31,0.34,1.20,0.23,0.42,0.21
2025-12-19 12:23:24,28.2,51.1,0.31,0.34,1.03,0.20,0.43,0.22
2025-12-19 12:23:29,28.2,51.2,0.31,0.36,1.10,0.20,0.39,0.19
2025-12-19 12:23:34,28.2,51.2,0.31,0.36,1.18,0.21,0.39,0.20
2025-12-19 12:23:39,28.2,51.2,0.31,0.36,1.11,0.19,0.38,0.22
2025-12-19 12:23:45,28.2,51.1,0.31,0.35,1.19,0.22,0.40,0.20
2025-12-19 12:23:50,28.2,51.1,0.33,0.32,1.16,0.19,0.38,0.23
2025-12-19 12:23:55,28.2,50.9,0.32,0.33,1.18,0.21,0.39,0.19
2025-12-19 12:24:00,28.2,51.0,0.31,0.37,1.08,0.19,0.38,0.19
2025-12-19 12:24:06,28.2,51.0,0.31,0.36,1.18,0.21,0.39,0.20
2025-12-19 12:24:12,28.2,51.0,0.31,0.34,1.02,0.21,0.42,0.24
2025-12-19 12:24:17,28.2,51.0,0.35,0.32,1.05,0.23,0.43,0.23
2025-12-19 12:24:22,28.3,51.3,0.31,0.35,1.18,0.21,0.39,0.20
2025-12-19 12:24:28,28.2,51.0,0.35,0.32,1.20,0.20,0.38,0.23
2025-12-19 12:24:33,28.2,50.9,0.31,0.35,1.05,0.19,0.38,0.20
2025-12-19 12:24:38,28.2,50.8,0.35,0.32,1.11,0.23,0.39,0.20
