Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-19 06:16:16,39.8,40.1,0.53,0.91,1.20,0.23,0.86,0.30
2025-12-19 06:16:21,39.7,39.7,0.55,0.94,1.24,0.25,0.87,0.31
2025-12-19 06:16:26,39.6,40.0,0.54,0.92,1.21,0.23,0.88,0.33
2025-12-19 06:16:31,39.7,40.0,0.55,0.93,1.40,0.24,0.86,0.32
2025-12-19 06:16:37,39.6,40.1,0.52,0.97,1.20,0.26,0.87,0.32
2025-12-19 06:16:42,39.6,40.2,0.53,0.98,1.28,0.23,0.86,0.34
2025-12-19 06:16:47,39.7,40.2,0.54,0.94,1.20,0.26,0.87,0.33
2025-12-19 06:16:52,39.8,40.1,0.52,0.93,1.20,0.26,0.86,0.33
2025-12-19 06:16:58,39.7,40.1,0.52,0.92,1.22,0.25,0.85,0.30
2025-12-19 06:17:03,39.7,39.8,0.54,0.92,1.29,0.23,0.84,0.33
2025-12-19 06:17:09,39.7,39.8,0.55,0.93,1.24,0.25,0.85,0.30
2025-12-19 06:17:14,39.7,39.9,0.54,0.92,1.30,0.23,0.81,0.32
2025-12-19 06:17:20,39.6,39.7,0.54,0.89,1.37,0.23,0.80,0.32
2025-12-19 06:17:25,39.7,39.5,0.52,0.94,1.29,0.23,0.85,0.33
2025-12-19 06:17:30,39.7,39.5,0.55,0.90,1.39,0.24,0.83,0.30
2025-12-19 06:17:35,39.7,39.8,0.53,0.92,1.23,0.22,0.84,0.33
2025-12-19 06:17:41,39.7,39.7,0.52,0.90,1.20,0.25,0.85,0.31
2025-12-19 06:17:46,39.6,39.8,0.55,0.89,1.37,0.23,0.84,0.32
2025-12-19 06:17:51,39.8,39.7,0.54,0.94,1.23,0.25,0.85,0.30
2025-12-19 06:17:57,39.8,39.8,0.53,0.95,1.34,0.23,0.84,0.32
2025-12-19 06:18:02,39.6,39.9,0.55,0.90,1.21,0.26,0.82,0.30
2025-12-19 06:18:07,39.7,39.8,0.54,0.92,1.40,0.24,0.83,0.31
2025-12-19 06:18:12,39.6,39.7,0.52,0.92,1.23,0.25,0.82,0.33
2025-12-19 06:18:18,39.7,39.9,0.53,0.92,1.36,0.23,0.83,0.33
2025-12-19 06:18:23,39.7,39.6,0.54,0.94,1.37,0.25,0.85,0.31
2025-12-19 06:18:28,39.7,39.9,0.51,0.93,1.20,0.24,0.87,0.33
2025-12-19 06:18:33,39.6,40.0,0.54,0.95,1.21,0.26,0.84,0.32
2025-12-19 06:18:39,39.8,40.0,0.52,0.93,1.20,0.23,0.85,0.33
2025-12-19 06:18:44,39.7,39.7,0.51,0.92,1.39,0.23,0.85,0.34
2025-12-19 06:18:49,39.6,40.0,0.52,0.97,1.27,0.23,0.89,0.34
2025-12-19 06:18:54,39.6,40.1,0.54,0.94,1.34,0.23,0.86,0.35
2025-12-19 06:19:00,39.8,40.2,0.52,0.97,1.23,0.23,0.89,0.33
2025-12-19 06:19:05,39.8,40.2,0.52,0.94,1.40,0.23,0.86,0.35
2025-12-19 06:19:11,39.8,40.2,0.51,0.97,1.39,0.24,0.88,0.36
2025-12-19 06:19:16,39.7,40.4,0.53,0.96,1.33,0.23,0.85,0.34
2025-12-19 06:19:22,39.7,40.3,0.51,0.95,1.40,0.23,0.87,0.35
2025-12-19 06:19:27,39.7,40.2,0.54,0.94,1.22,0.25,0.86,0.33
2025-12-19 06:19:32,39.7,40.2,0.54,0.88,1.40,0.23,0.83,0.33
2025-12-19 06:19:37,39.8,40.0,0.52,0.93,1.25,0.25,0.86,0.34
2025-12-19 06:19:43,39.7,39.9,0.52,0.98,1.21,0.26,0.88,0.32
2025-12-19 06:19:48,39.7,40.2,0.53,0.96,1.20,0.26,0.88,0.32
2025-12-19 06:19:53,39.7,40.3,0.51,0.92,1.33,0.25,0.85,0.31
2025-12-19 06:19:58,39.7,40.3,0.51,0.90,1.40,0.23,0.87,0.30
2025-12-19 06:20:04,39.7,40.1,0.55,0.91,1.29,0.25,0.85,0.31
2025-12-19 06:20:09,39.6,40.1,0.53,0.93,1.25,0.26,0.84,0.33
2025-12-19 06:20:14,39.8,40.1,0.55,0.91,1.30,0.23,0.86,0.30
2025-12-19 06:20:19,39.8,39.9,0.54,0.96,1.19,0.26,0.85,0.31
2025-12-19 06:20:25,39.6,39.9,0.55,0.99,1.26,0.23,0.89,0.32
2025-12-19 06:20:30,39.7,40.1,0.51,0.94,1.39,0.23,0.86,0.31
2025-12-19 06:20:35,39.8,40.0,0.54,0.95,1.31,0.23,0.84,0.34
2025-12-19 06:20:41,39.7,39.9,0.52,0.93,1.20,0.26,0.85,0.31
2025-12-19 06:20:46,39.7,40.0,0.54,0.93,1.20,0.25,0.84,0.34
2025-12-19 06:20:51,39.7,39.9,0.55,0.96,1.24,0.25,0.87,0.32
2025-12-19 06:20:56,39.6,40.0,0.52,0.96,1.28,0.25,0.87,0.34
2025-12-19 06:21:02,39.8,40.2,0.55,0.96,1.26,0.24,0.88,0.32
2025-12-19 06:21:07,39.7,40.2,0.51,0.93,1.40,0.24,0.85,0.33
2025-12-19 06:21:12,39.7,40.1,0.53,0.93,1.21,0.25,0.84,0.31
2025-12-19 06:21:17,39.7,40.0,0.51,0.91,1.40,0.23,0.84,0.34
2025-12-19 06:21:23,39.7,40.0,0.53,0.92,1.26,0.24,0.83,0.30
2025-12-19 06:21:28,39.7,40.0,0.53,0.91,1.20,0.25,0.84,0.30
2025-12-19 06:21:33,39.7,40.0,0.52,0.87,1.32,0.24,0.83,0.29
2025-12-19 06:21:38,39.9,39.9,0.55,0.88,1.28,0.23,0.84,0.32
2025-12-19 06:21:44,39.8,39.8,0.54,0.92,1.22,0.25,0.85,0.33
2025-12-19 06:21:50,39.8,39.8,0.55,0.95,1.26,0.22,0.87,0.32
2025-12-19 06:21:55,39.6,39.9,0.54,0.94,1.21,0.26,0.84,0.33
2025-12-19 06:22:00,39.6,40.1,0.54,0.95,1.20,0.26,0.84,0.31
2025-12-19 06:22:06,39.7,40.0,0.54,0.96,1.26,0.23,0.87,0.33
2025-12-19 06:22:11,39.7,40.0,0.52,0.97,1.21,0.23,0.89,0.34
2025-12-19 06:22:16,39.8,40.2,0.55,0.97,1.32,0.23,0.89,0.33
2025-12-19 06:22:21,39.7,40.3,0.51,0.94,1.34,0.23,0.87,0.31
2025-12-19 06:22:27,39.8,40.1,0.51,0.96,1.40,0.23,0.86,0.35
2025-12-19 06:22:32,39.7,40.1,0.51,0.96,1.24,0.25,0.85,0.33
2025-12-19 06:22:37,39.7,40.2,0.53,0.96,1.27,0.23,0.86,0.31
2025-12-19 06:22:42,39.7,40.1,0.53,0.94,1.40,0.23,0.84,0.35
2025-12-19 06:22:48,39.7,40.1,0.51,0.95,1.38,0.23,0.85,0.35
2025-12-19 06:22:53,39.7,40.1,0.51,0.95,1.40,0.23,0.86,0.32
2025-12-19 06:22:58,39.7,40.2,0.51,0.93,1.30,0.23,0.86,0.31
2025-12-19 06:23:03,39.7,40.0,0.53,0.95,1.23,0.25,0.86,0.32
2025-12-19 06:23:09,39.6,39.9,0.51,0.88,1.32,0.23,0.84,0.30
2025-12-19 06:23:14,39.7,39.9,0.55,0.89,1.37,0.23,0.82,0.33
2025-12-19 06:23:19,39.7,39.8,0.55,0.92,1.37,0.23,0.85,0.32
2025-12-19 06:23:25,39.8,39.8,0.55,0.92,1.40,0.23,0.84,0.34
2025-12-19 06:23:30,39.6,40.0,0.55,0.93,1.40,0.24,0.84,0.32
2025-12-19 06:23:35,39.8,40.0,0.54,0.94,1.23,0.23,0.86,0.32
2025-12-19 06:23:40,39.8,39.9,0.55,0.90,1.40,0.24,0.83,0.30
2025-12-19 06:23:46,39.9,39.9,0.54,0.93,1.26,0.25,0.85,0.30
2025-12-19 06:23:51,39.6,39.9,0.52,0.96,1.26,0.23,0.86,0.34
2025-12-19 06:23:56,39.9,40.0,0.51,0.93,1.35,0.23,0.83,0.34
2025-12-19 06:24:01,39.6,39.9,0.55,0.95,1.26,0.26,0.85,0.32
2025-12-19 06:24:07,39.8,40.1,0.52,0.96,1.29,0.23,0.84,0.32
2025-12-19 06:24:12,39.7,40.1,0.52,0.91,1.34,0.24,0.83,0.33
2025-12-19 06:24:17,39.7,40.0,0.54,0.92,1.37,0.23,0.85,0.34
2025-12-19 06:24:22,39.6,40.1,0.51,0.92,1.40,0.23,0.85,0.33
2025-12-19 06:24:28,39.7,40.1,0.54,0.93,1.20,0.25,0.83,0.33
2025-12-19 06:24:33,39.8,40.0,0.52,0.93,1.34,0.24,0.84,0.34
2025-12-19 06:24:38,39.7,40.0,0.55,0.91,1.40,0.24,0.83,0.30
2025-12-19 06:24:43,39.7,39.8,0.55,0.89,1.39,0.24,0.81,0.29
2025-12-19 06:24:49,39.7,39.7,0.52,0.90,1.19,0.26,0.83,0.30
2025-12-19 06:24:54,39.7,39.6,0.53,0.93,1.20,0.26,0.83,0.31
2025-12-19 06:24:59,39.8,39.7,0.52,0.92,1.22,0.23,0.85,0.31
2025-12-19 06:25:04,39.8,39.6,0.54,0.88,1.40,0.24,0.82,0.31
2025-12-19 06:25:10,39.7,39.8,0.52,0.91,1.40,0.23,0.84,0.33
2025-12-19 06:25:15,39.7,39.9,0.52,0.93,1.20,0.26,0.86,0.31
